"","stat.socio","dwelling.size","dwelling.tenure2","region.f","state.f","municipality.pop","ac.acquire","total_niv","material.wall","material.roof","material.floor","antigua","cuart_dorm","fridge.adopt","washing.adopt","iron.adopt","tv.adopt","celphone.adopt","fan.adopt","cons.month.kwh.hig1"
"9687","low","101-150m2","Owned","Temperate","Guanajuato","<2.5k","No",1,"brick","metal laminate","cement",10,3,"Yes","No","No","Yes","Yes","No",145.4449397971
"9689","low","31-55m2","Owned","Temperate","Guanajuato","<2.5k","No",1,"brick","concrete","cement",2,1,"Yes","No","No","Yes","Yes","No",31.0214375788146
"9690","low","76-100m2","Owned","Temperate","Guanajuato","<2.5k","No",1,"brick","concrete","wood/mosaic",21,4,"Yes","Yes","No","Yes","Yes","Yes",219.905021758652
"9691","low","101-150m2","Owned","Temperate","Guanajuato","<2.5k","Yes",1,"brick","concrete","cement",20,3,"Yes","Yes","Yes","Yes","Yes","Yes",148.571377587438
"9693","low","151-200m2","Owned","Temperate","Guanajuato","<2.5k","No",2,"brick","concrete","cement",5,4,"Yes","Yes","No","Yes","Yes","No",104.201591329995
"9694","low","151-200m2","Owned","Temperate","Guanajuato","<2.5k","No",1,"brick","concrete","cement",25,3,"Yes","Yes","Yes","Yes","Yes","Yes",95.5483196112836
"9695","low","151-200m2","Borrowed","Temperate","Guanajuato","<2.5k","No",2,"brick","concrete","cement",8,2,"Yes","Yes","Yes","Yes","No","Yes",78.6621338912134
"9699","low","101-150m2","Owned","Temperate","Guanajuato","<2.5k","No",2,"brick","concrete","cement",15,2,"No","No","No","Yes","Yes","No",172.387755818443
"9700","low","31-55m2","Borrowed","Temperate","Guanajuato","<2.5k","No",2,"brick","concrete","wood/mosaic",8,2,"No","Yes","Yes","Yes","Yes","No",115.844365182797
"9701","low",">30m2","Owned","Temperate","Guanajuato","<2.5k","No",1,"brick","concrete","wood/mosaic",13,2,"Yes","Yes","Yes","Yes","Yes","Yes",157.393268201285
"9706","low","101-150m2","Owned","Temperate","Guanajuato","<2.5k","No",1,"brick","concrete","cement",8,1,"Yes","Yes","No","Yes","Yes","Yes",103.365062761506
"9707","low","<201m2","Rented","Temperate","Guanajuato","<2.5k","No",2,"brick","concrete","wood/mosaic",10,2,"Yes","Yes","Yes","Yes","Yes","No",110.206216377764
"9709","low","31-55m2","Owned","Temperate","Guanajuato","<2.5k","No",1,"brick","metal laminate","cement",9,2,"No","Yes","No","Yes","Yes","No",156.575754160562
"9710","low","76-100m2","Owned","Temperate","Guanajuato","<2.5k","No",1,"brick","metal laminate","cement",4,1,"Yes","Yes","No","Yes","Yes","No",60.6419070089086
"9711","low","101-150m2","Owned","Temperate","Guanajuato","<2.5k","No",1,"brick","concrete","wood/mosaic",4,2,"Yes","Yes","Yes","Yes","Yes","Yes",135.273012552301
"9713","low","76-100m2","Owned","Temperate","Guanajuato","<2.5k","No",1,"brick","tile","cement",7,2,"Yes","Yes","Yes","Yes","No","No",126.575065598185
"9714","low","31-55m2","Owned","Temperate","Guanajuato","<2.5k","No",1,"brick","concrete","cement",10,2,"Yes","Yes","No","Yes","Yes","No",70.9061430372906
"9715","low","76-100m2","Owned","Temperate","Guanajuato","<2.5k","No",1,"brick","concrete","cement",17,2,"Yes","Yes","Yes","Yes","Yes","Yes",55.238172720986
"9716","low","56-75m2","Owned","Temperate","Guanajuato","<2.5k","No",1,"brick","metal laminate","cement",24,4,"Yes","Yes","Yes","Yes","Yes","Yes",171.30655522553
"9717","low","76-100m2","Owned","Temperate","Guanajuato","<2.5k","No",1,"brick","concrete","wood/mosaic",10,3,"Yes","No","Yes","Yes","Yes","No",147.347171375285
"9718","low","56-75m2","Owned","Temperate","Guanajuato","<2.5k","No",1,"adobe","metal laminate","cement",30,2,"Yes","Yes","No","Yes","Yes","Yes",119.454379808341
"9720","low","31-55m2","Owned","Temperate","Guanajuato","<2.5k","No",1,"brick","concrete","wood/mosaic",6,2,"Yes","No","No","Yes","No","No",76.1246457011742
"9721","low","56-75m2","Owned","Temperate","Guanajuato","<2.5k","No",1,"adobe","asbestus laminate","cement",20,3,"Yes","Yes","Yes","Yes","Yes","Yes",212.938108724183
"9724","low","56-75m2","Owned","Temperate","Guanajuato","<2.5k","No",1,"brick","concrete","cement",18,3,"Yes","Yes","No","Yes","Yes","No",30.0207460440142
"9725","low","<201m2","Owned","Temperate","Guanajuato","<2.5k","No",1,"brick","concrete","wood/mosaic",9,3,"Yes","Yes","Yes","Yes","Yes","No",128.419152382238
"9737","low","56-75m2","Owned","Temperate","Guanajuato","<2.5k","No",1,"brick","concrete","cement",6,1,"Yes","Yes","No","Yes","Yes","No",169.947157560268
"9739","low","101-150m2","Owned","Temperate","Guanajuato","<2.5k","No",2,"brick","concrete","cement",14,2,"Yes","Yes","Yes","Yes","Yes","No",133.902205517339
"9744","low","76-100m2","Owned","Temperate","Guanajuato","<2.5k","No",1,"brick","concrete","cement",7,1,"Yes","No","No","Yes","Yes","No",149.303887054041
"9746","low","56-75m2","Owned","Temperate","Guanajuato","<2.5k","No",1,"brick","metal laminate","cement",10,1,"Yes","Yes","Yes","Yes","Yes","No",147.84562366167
"9748","mid-low","<201m2","Owned","Temperate","Guanajuato","<2.5k","No",1,"brick","concrete","wood/mosaic",18,2,"Yes","Yes","Yes","Yes","Yes","No",93.0581050074234
"9749","mid-low","56-75m2","Owned","Temperate","Guanajuato","<2.5k","No",1,"brick","concrete","cement",24,2,"Yes","No","Yes","Yes","Yes","No",73.1895612028982
"9752","mid-low","56-75m2","Owned","Temperate","Guanajuato","<2.5k","No",2,"brick","concrete","cement",40,2,"Yes","Yes","Yes","Yes","No","No",145.138150169234
"9754","mid-low","31-55m2","Owned","Temperate","Guanajuato","<2.5k","No",1,"brick","concrete","cement",30,3,"Yes","Yes","Yes","Yes","Yes","No",144.181655960029
"9758","mid-low","76-100m2","Owned","Temperate","Guanajuato","<2.5k","No",1,"brick","tile","wood/mosaic",12,2,"Yes","Yes","No","Yes","Yes","No",158.053569484267
"9760","mid-low","56-75m2","Owned","Temperate","Guanajuato","<2.5k","No",1,"brick","concrete","wood/mosaic",25,3,"Yes","Yes","Yes","Yes","Yes","No",87.8458974540813
"9761","mid-low","31-55m2","Owned","Temperate","Guanajuato","<2.5k","No",1,"brick","concrete","cement",10,2,"Yes","Yes","Yes","Yes","Yes","Yes",96.0463625320556
"9763","mid-low","56-75m2","Owned","Temperate","Guanajuato","<2.5k","No",2,"brick","concrete","wood/mosaic",15,2,"Yes","Yes","Yes","Yes","Yes","No",107.00330678904
"9766","mid-low","56-75m2","Owned","Temperate","Guanajuato","<2.5k","No",1,"brick","concrete","cement",10,3,"No","No","No","Yes","Yes","No",203.944761006061
"9767","mid-low","101-150m2","Owned","Temperate","Guanajuato","<2.5k","No",1,"brick","concrete","cement",30,2,"Yes","No","Yes","No","Yes","Yes",166.981816862048
"9768","mid-low","31-55m2","Owned","Temperate","Guanajuato","<2.5k","No",1,"brick","concrete","cement",12,2,"No","Yes","No","Yes","Yes","No",86.2757960428338
"9770","mid-low","56-75m2","Owned","Temperate","Guanajuato","<2.5k","No",1,"brick","concrete","wood/mosaic",15,2,"Yes","Yes","No","Yes","Yes","No",144.118601920287
"9771","mid-low","Don't know","Owned","Temperate","Guanajuato","<2.5k","No",1,"brick","asbestus laminate","cement",45,2,"Yes","No","No","No","No","No",84.0933324335268
"9772","mid-low","151-200m2","Owned","Temperate","Guanajuato","<2.5k","No",2,"brick","concrete","cement",30,3,"Yes","Yes","No","Yes","Yes","No",194.246390826829
"9773","mid-low","56-75m2","Owned","Temperate","Guanajuato","<2.5k","No",1,"brick","concrete","wood/mosaic",14,2,"Yes","Yes","No","Yes","Yes","No",111.397418622793
"9776","mid-low","76-100m2","Owned","Temperate","Guanajuato","<2.5k","No",1,"brick","concrete","cement",17,3,"Yes","Yes","Yes","Yes","Yes","No",57.9744899013913
"9777","mid-low","56-75m2","Owned","Temperate","Guanajuato","<2.5k","No",1,"brick","concrete","cement",30,1,"Yes","No","No","No","Yes","No",49.2136704640178
"9780","mid-low","76-100m2","Owned","Temperate","Guanajuato","<2.5k","No",1,"brick","concrete","cement",8,2,"Yes","Yes","Yes","Yes","Yes","No",142.929128963183
"9781","mid-low","76-100m2","Owned","Temperate","Guanajuato","<2.5k","No",1,"brick","concrete","wood/mosaic",10,2,"Yes","Yes","Yes","Yes","Yes","Yes",98.3132401957308
"9782","mid-low","76-100m2","Owned","Temperate","Guanajuato","<2.5k","No",1,"brick","concrete","wood/mosaic",8,3,"Yes","Yes","Yes","Yes","Yes","Yes",137.83138771845
"9783","mid-low","76-100m2","Owned","Temperate","Guanajuato","<2.5k","No",1,"brick","concrete","wood/mosaic",8,4,"Yes","Yes","No","Yes","Yes","Yes",144.839763365151
"9784","mid-low","31-55m2","Owned","Temperate","Guanajuato","<2.5k","No",1,"brick","concrete","cement",14,2,"Yes","No","Yes","Yes","Yes","No",110.87405148571
"9785","mid-low","76-100m2","Owned","Temperate","Guanajuato","<2.5k","No",1,"brick","concrete","wood/mosaic",11,2,"Yes","Yes","Yes","Yes","Yes","Yes",121.864761364442
"9786","mid-low","31-55m2","Owned","Temperate","Guanajuato","<2.5k","No",1,"brick","concrete","cement",23,3,"Yes","Yes","No","Yes","Yes","No",107.733848663215
"9788","mid-low","31-55m2","Owned","Temperate","Guanajuato","<2.5k","No",1,"brick","asbestus laminate","cement",57,2,"Yes","Yes","Yes","No","Yes","No",158.053569484267
"9789","mid-low","101-150m2","Owned","Temperate","Guanajuato","<2.5k","No",1,"brick","concrete","cement",10,1,"Yes","Yes","Yes","Yes","Yes","No",104.070278703638
"9790","mid-low","<201m2","Owned","Temperate","Guanajuato","<2.5k","No",1,"brick","concrete","wood/mosaic",22,4,"Yes","Yes","No","Yes","Yes","No",114.325742506345
"9791","mid-low","101-150m2","Owned","Temperate","Guanajuato","<2.5k","No",1,"brick","concrete","wood/mosaic",23,3,"Yes","Yes","Yes","Yes","Yes","No",152.160926214931
"9792","mid-low","101-150m2","Owned","Temperate","Guanajuato","<2.5k","No",1,"brick","concrete","cement",20,2,"Yes","Yes","Yes","Yes","Yes","No",78.4252889865967
"9793","mid-low","76-100m2","Owned","Temperate","Guanajuato","<2.5k","No",1,"brick","concrete","cement",25,1,"Yes","Yes","Yes","Yes","No","Yes",151.089536529598
"9797","mid-low","31-55m2","Owned","Temperate","Guanajuato","<2.5k","No",1,"brick","concrete","wood/mosaic",5,1,"Yes","Yes","Yes","Yes","Yes","Yes",122.911495638607
"9798","mid-low","<201m2","Borrowed","Temperate","Guanajuato","<2.5k","No",1,"brick","concrete","cement",5,1,"Yes","Yes","Yes","Yes","Yes","No",134.395667431502
"9799","mid-low","76-100m2","Owned","Temperate","Guanajuato","<2.5k","No",1,"brick","concrete","wood/mosaic",15,3,"Yes","Yes","Yes","Yes","Yes","Yes",120.948508570657
"9803","mid-low","31-55m2","Owned","Temperate","Guanajuato","<2.5k","No",1,"brick","tile","cement",15,2,"Yes","Yes","Yes","Yes","Yes","Yes",158.052427989224
"9804","mid-low","31-55m2","Owned","Temperate","Guanajuato","<2.5k","Yes",1,"brick","concrete","wood/mosaic",15,2,"Yes","Yes","Yes","Yes","Yes","No",153.871384385303
"9806","mid-low","56-75m2","Owned","Temperate","Guanajuato","<2.5k","No",1,"brick","concrete","cement",15,3,"Yes","Yes","No","Yes","Yes","No",221.096835593624
"9809","low","31-55m2","Owned","Temperate","Guanajuato","<2.5k","No",1,"brick","asbestus laminate","cement",23,3,"Yes","No","Yes","Yes","Yes","No",115.844365182797
"9810","low","31-55m2","Owned","Temperate","Guanajuato","<2.5k","No",1,"brick","concrete","cement",34,2,"Yes","Yes","Yes","Yes","Yes","Yes",126.009414225941
"9813","low","<201m2","Owned","Temperate","Guanajuato","<2.5k","No",1,"brick","concrete","cement",18,3,"Yes","Yes","Yes","Yes","Yes","No",140.040408924501
"9815","low","76-100m2","Owned","Temperate","Guanajuato","<2.5k","No",1,"brick","metal laminate","cement",16,2,"Yes","Yes","Yes","Yes","Yes","No",140.781760101099
"9816","low","76-100m2","Owned","Temperate","Guanajuato","<2.5k","No",1,"brick","asbestus laminate","cement",33,1,"Yes","Yes","No","Yes","Yes","No",93.586820083682
"9817","low","151-200m2","Owned","Temperate","Guanajuato","<2.5k","No",1,"brick","concrete","cement",17,4,"Yes","Yes","Yes","Yes","Yes","Yes",141.739656006079
"9818","low","76-100m2","Owned","Temperate","Guanajuato","<2.5k","No",1,"brick","metal laminate","cement",15,3,"Yes","No","Yes","Yes","Yes","No",69.5693878816695
"9819","low","151-200m2","Owned","Temperate","Guanajuato","<2.5k","No",1,"brick","metal laminate","cement",25,3,"Yes","Yes","No","Yes","Yes","No",75.6266027804022
"9820","low","31-55m2","Owned","Temperate","Guanajuato","<2.5k","No",1,"brick","concrete","cement",10,2,"Yes","Yes","Yes","Yes","Yes","No",74.335345359764
"9821","low","56-75m2","Owned","Temperate","Guanajuato","<2.5k","No",1,"brick","tile","cement",20,2,"Yes","Yes","No","Yes","Yes","No",130.524384388504
"9823","low","76-100m2","Owned","Temperate","Guanajuato","<2.5k","No",1,"brick","concrete","cement",99,1,"Yes","Yes","No","Yes","Yes","No",155.980271702882
"9824","low","151-200m2","Owned","Temperate","Guanajuato","<2.5k","No",1,"brick","concrete","cement",37,1,"Yes","No","No","Yes","Yes","Yes",100.151930859455
"9828","high","Don't know","Owned","Tropical","Guerrero",">100k","No",2,"brick","concrete","cement",99,2,"Yes","Yes","No","Yes","Yes","Yes",173.077295019686
"9829","high","Don't know","Owned","Tropical","Guerrero",">100k","No",1,"brick","concrete","wood/mosaic",40,2,"Yes","No","Yes","Yes","Yes","Yes",100.625412904647
"9832","mid-low","56-75m2","Owned","Tropical","Guerrero",">100k","Yes",6,"brick","concrete","wood/mosaic",25,1,"Yes","Yes","Yes","Yes","Yes","Yes",154.671253554253
"9846","low",">30m2","Owned","Tropical","Guerrero",">100k","No",1,"wood","metal laminate","dirt",3,1,"No","No","No","No","Yes","No",27.4008227730345
"9871","mid-low","Don't know","Owned","Tropical","Guerrero",">100k","No",2,"brick","concrete","cement",99,1,"Yes","No","Yes","Yes","Yes","No",153.001539079229
"9873","mid-low","Don't know","Owned","Tropical","Guerrero",">100k","No",1,"brick","concrete","cement",33,2,"Yes","Yes","Yes","Yes","Yes","Yes",172.397596187055
"9877","mid-low","76-100m2","Borrowed","Tropical","Guerrero",">100k","No",1,"brick","asbestus laminate","cement",10,2,"Yes","No","No","Yes","Yes","Yes",196.459783190578
"9883","mid-low","Don't know","Owned","Tropical","Guerrero",">100k","No",2,"brick","concrete","wood/mosaic",2,2,"Yes","Yes","No","Yes","Yes","Yes",218.436092446282
"9886","mid-low","56-75m2","Owned","Tropical","Guerrero",">100k","No",2,"brick","concrete","cement",30,1,"Yes","Yes","No","Yes","Yes","Yes",157.767112161264
"9888","mid-low","Don't know","Rented","Tropical","Guerrero",">100k","No",1,"adobe","metal laminate","cement",99,1,"No","No","No","Yes","Yes","Yes",111.345294659953
"9889","mid-low","76-100m2","Borrowed","Tropical","Guerrero",">100k","No",1,"brick","metal laminate","cement",2,3,"Yes","No","Yes","Yes","Yes","No",237.318369531967
"9897","mid-high",">30m2","Borrowed","Tropical","Guerrero",">100k","No",2,"brick","metal laminate","cement",4,2,"Yes","No","Yes","Yes","Yes","Yes",28.9606087160963
"9903","mid-low","56-75m2","Rented","Tropical","Guerrero",">100k","No",4,"brick","concrete","wood/mosaic",99,1,"Yes","No","Yes","Yes","Yes","Yes",117.312572878798
"9911","mid-low","Don't know","Owned","Tropical","Guerrero",">100k","No",1,"brick","concrete","cement",99,1,"Yes","No","Yes","Yes","Yes","Yes",102.632553673091
"9922","mid-low",">30m2","Owned","Tropical","Guerrero",">100k","No",1,"brick","metal laminate","cement",40,1,"Yes","No","Yes","Yes","Yes","Yes",48.3316519546028
"9931","mid-low","Don't know","Owned","Tropical","Guerrero",">100k","No",2,"brick","concrete","cement",32,3,"Yes","No","No","Yes","Yes","Yes",275.624432911117
"9940","mid-low","31-55m2","Owned","Tropical","Guerrero",">100k","No",1,"wood","asbestus laminate","cement",30,1,"Yes","No","No","Yes","Yes","Yes",35.453788124219
"9953","mid-high","Don't know","Rented","Tropical","Guerrero",">100k","Yes",4,"brick","concrete","wood/mosaic",99,1,"Yes","Yes","Yes","Yes","Yes","Yes",283.528355322235
"9958","mid-high","151-200m2","Owned","Tropical","Guerrero",">100k","Yes",5,"brick","concrete","wood/mosaic",12,2,"Yes","Yes","No","Yes","Yes","Yes",192.313030991983
"9959","low",">30m2","Owned","Tropical","Guerrero",">100k","No",1,"brick","asbestus laminate","cement",20,1,"Yes","Yes","Yes","Yes","Yes","Yes",32.1153311817385
"9961","low","56-75m2","Owned","Tropical","Guerrero",">100k","No",1,"brick","concrete","cement",19,2,"Yes","Yes","Yes","Yes","Yes","Yes",180.985010706638
"9992","low",">30m2","Owned","Tropical","Guerrero",">100k","No",1,"asbestos","asbestus laminate","cement",20,1,"No","No","No","Yes","Yes","Yes",28.9606087160963
"9994","low","101-150m2","Rented","Tropical","Guerrero",">100k","No",1,"brick","concrete","wood/mosaic",99,2,"Yes","Yes","Yes","No","Yes","Yes",165.770532568902
"10000","low",">30m2","Owned","Tropical","Guerrero",">100k","No",1,"brick","metal laminate","cement",20,1,"Yes","No","No","No","No","Yes",46.3188142145412
"10002","low","76-100m2","Owned","Tropical","Guerrero",">100k","No",1,"brick","concrete","cement",6,2,"Yes","Yes","Yes","Yes","Yes","Yes",142.622950819672
"10004","low","31-55m2","Owned","Tropical","Guerrero",">100k","No",1,"brick","metal laminate","cement",7,2,"Yes","Yes","Yes","Yes","Yes","Yes",110.298560385788
"10008","mid-low","101-150m2","Owned","Tropical","Guerrero",">100k","No",1,"brick","concrete","cement",31,3,"Yes","Yes","No","Yes","Yes","Yes",145.209642881813
"10009","mid-low","Don't know","Owned","Tropical","Guerrero",">100k","No",2,"brick","concrete","wood/mosaic",6,2,"Yes","Yes","Yes","Yes","Yes","Yes",242.916350072529
"10012","mid-low","56-75m2","Owned","Tropical","Guerrero",">100k","No",2,"brick","concrete","cement",20,3,"Yes","No","Yes","Yes","Yes","Yes",41.3030685161833
"10020","mid-high","Don't know","Owned","Tropical","Guerrero",">100k","No",2,"brick","concrete","wood/mosaic",99,4,"Yes","Yes","Yes","Yes","Yes","No",227.055317630264
"10024","mid-low","Don't know","Rented","Tropical","Guerrero",">100k","No",1,"brick","concrete","wood/mosaic",99,1,"Yes","No","No","Yes","Yes","Yes",53.1293983647236
"10027","mid-low",">30m2","Borrowed","Tropical","Guerrero",">100k","No",1,"brick","metal laminate","cement",12,1,"Yes","Yes","Yes","No","Yes","Yes",84.8343231205291
"10030","mid-low","56-75m2","Owned","Tropical","Guerrero",">100k","No",1,"brick","concrete","cement",2,4,"Yes","No","No","Yes","Yes","No",123.681670940748
"10040","mid-low","151-200m2","Owned","Tropical","Guerrero",">100k","No",1,"brick","concrete","cement",24,2,"Yes","Yes","Yes","Yes","Yes","Yes",129.862970711297
"10041","mid-low","76-100m2","Owned","Tropical","Guerrero",">100k","No",1,"wood","metal laminate","cement",29,3,"Yes","Yes","Yes","Yes","Yes","Yes",166.391506067095
"10045","low","Don't know","Owned","Tropical","Guerrero",">100k","No",1,"brick","metal laminate","dirt",99,3,"Yes","No","Yes","Yes","Yes","No",69.6299517328347
"10046","low","Don't know","Owned","Tropical","Guerrero",">100k","No",1,"wood","metal laminate","wood/mosaic",4,2,"Yes","No","Yes","Yes","Yes","No",111.448203722407
"10048","low","Don't know","Owned","Tropical","Guerrero",">100k","No",1,"brick","metal laminate","cement",98,1,"Yes","No","No","Yes","Yes","Yes",504.5613624197
"10057","mid-high","Don't know","Owned","Tropical","Guerrero",">100k","Yes",1,"brick","concrete","wood/mosaic",99,2,"Yes","Yes","Yes","Yes","Yes","Yes",216.373903433032
"10058","mid-high","Don't know","Owned","Tropical","Guerrero",">100k","No",1,"brick","concrete","wood/mosaic",30,3,"Yes","No","Yes","Yes","Yes","Yes",151.557902550952
"10063","mid-low","<201m2","Owned","Tropical","Guerrero",">100k","No",1,"brick","concrete","cement",16,5,"Yes","Yes","Yes","Yes","Yes","No",243.214409062651
"10068","mid-low","<201m2","Owned","Tropical","Guerrero",">100k","No",1,"brick","concrete","cement",19,4,"Yes","No","Yes","Yes","Yes","Yes",98.0200860832138
